Остатки по КТ по размерам;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Артикул продавца;Название;Артикул WB;Предмет;Бренд;Размер;Регион;Склад;Доступность;Заказали, шт;Заказали на сумму, ₽;Выкупили, шт;Выкупили на сумму, ₽;Процент выкупа;Заказы в среднем за февраль, шт;Заказы в среднем за март, шт;Общее среднее кол-во заказов, шт;Остатки на текущий день, шт;Стоимость остатков на текущий день, ₽;Остатки впервые зафиксированы на складе WB;Оборачиваемость текущих остатков;Оборачиваемость средних остатков;В пути к покупателю, шт;В пути от покупателя, шт;Текущая цена с учетом скидок, ₽;Время отсутствия товара на складе;Упущенные заказы, шт;Сумма упущенных заказов, ₽;Упущенные выкупы, шт;Сумма упущенных выкупов, ₽
6-1013-15/5. Тапочки открытые, крест-на-крест, светло-розовые;Тапочки домашние открытые для дома;230489729;Тапочки;Мех ОРЕТЕКС;36-37;Центральный;Рязань (Тюшевское);Дефицит;0;0;0;0;0;0;0;0;0;0;> 180 дней назад;0ч;0ч;0;0;783;Отсутствовал весь период;Не рассчитано;Не рассчитано;Не рассчитано;Не рассчитано
6-1013-15/5. Тапочки открытые, крест-на-крест, светло-розовые;Тапочки домашние открытые для дома;230489729;Тапочки;Мех ОРЕТЕКС;36-37;Приволжский;Сарапул WB;Дефицит;0;0;0;0;0;0;0;0;0;0;> 180 дней назад;0ч;0ч;0;0;783;Отсутствовал весь период;Не рассчитано;Не рассчитано;Не рассчитано;Не рассчитано
6-1013-15/5. Тапочки открытые, крест-на-крест, светло-розовые;Тапочки домашние открытые для дома;230489729;Тапочки;Мех ОРЕТЕКС;36-37;Северо-Западный;Склад СПБ Шушары Московское;Дефицит;0;0;0;0;0;0;0;0;0;0;> 180 дней назад;0ч;0ч;0;0;783;Отсутствовал весь период;Не рассчитано;Не рассчитано;Не рассчитано;Не рассчитано
6-1013-15/5. Тапочки открытые, крест-на-крест, светло-розовые;Тапочки домашние открытые для дома;230489729;Тапочки;Мех ОРЕТЕКС;36-37;Центральный;Электросталь;Дефицит;0;0;0;0;0;0;0;0;0;0;> 180 дней назад;0ч;0ч;0;0;783;Отсутствовал весь период;Не рассчитано;Не рассчитано;Не рассчитано;Не рассчитано
6-1013-4/3. Тапочки открытые, крест-на-крест, кэмел;Тапочки домашние открытые для дома;230489730;Тапочки;Мех ОРЕТЕКС;38-39;Центральный;Владимир WB;Дефицит;63;50170;37;29512;74;1,22;3,73;2,58;38;29754;> 180 дней назад;11д 19ч;38д 11ч;3;1;783;14д 22ч;Не рассчитано;Не рассчитано;Не рассчитано;Не рассчитано
6-1013-4/3. Тапочки открытые, крест-на-крест, кэмел;Тапочки домашние открытые для дома;230489730;Тапочки;Мех ОРЕТЕКС;38-39;Уральский;Екатеринбург - Перспективная 14;Дефицит;36;28192;18;14094;78;0,06;3,18;1,75;16;12528;> 180 дней назад;6д 6ч;17д 3ч;2;0;783;18д 0ч;Не рассчитано;Не рассчитано;Не рассчитано;Не рассчитано
6-1013-4/3. Тапочки открытые, крест-на-крест, кэмел;Тапочки домашние открытые для дома;230489730;Тапочки;Мех ОРЕТЕКС;38-39;Приволжский;Казань;Дефицит;26;20598;18;14334;95;0,22;2;1,18;25;19575;> 180 дней назад;13д 13ч;40д 20ч;1;0;783;15д 16ч;Не рассчитано;Не рассчитано;Не рассчитано;Не рассчитано
6-1013-4/3. Тапочки открытые, крест-на-крест, кэмел;Тапочки домашние открытые для дома;230489730;Тапочки;Мех ОРЕТЕКС;38-39;Южный + Северо-Кавказский;Невинномысск;Дефицит;22;17226;13;10179;72;0;2;1,08;30;23490;> 180 дней назад;20д 0ч;67д 3ч;0;0;783;18д 10ч;Не рассчитано;Не рассчитано;Не рассчитано;Не рассчитано
6-1013-4/3. Тапочки открытые, крест-на-крест, кэмел;Тапочки домашние открытые для дома;230489730;Тапочки;Мех ОРЕТЕКС;38-39;Приволжский;Сарапул WB;Дефицит;9;7047;6;4698;75;0,28;0,36;0,32;41;32103;> 180 дней назад;70д 20ч;183д 0ч;0;0;783;17д 8ч;Не рассчитано;Не рассчитано;Не рассчитано;Не рассчитано
6-1013-4/3. Тапочки открытые, крест-на-крест, кэмел;Тапочки домашние открытые для дома;230489730;Тапочки;Мех ОРЕТЕКС;38-39;Северо-Западный;Склад СПБ Шушары Московское;Дефицит;7;5481;3;2349;75;0;0,64;0,34;43;33669;> 180 дней назад;80д 19ч;256д 19ч;0;0;783;19д 3ч;Не рассчитано;Не рассчитано;Не рассчитано;Не рассчитано
6-1013-4/3. Тапочки открытые, крест-на-крест, кэмел;Тапочки домашние открытые для дома;230489730;Тапочки;Мех ОРЕТЕКС;38-39;Центральный;Электросталь;Дефицит;5;3915;0;0;0;0;0,45;0,25;0;0;> 180 дней назад;0ч;>999д;0;0;783;27д 8ч;Не рассчитано;Не рассчитано;Не рассчитано;Не рассчитано
6-1013-4/3. Тапочки открытые, крест-на-крест, кэмел;Тапочки домашние открытые для дома;230489730;Тапочки;Мех ОРЕТЕКС;38-39;Центральный;Коледино;Дефицит;3;2349;1;783;100;0;0,27;0,15;0;0;> 180 дней назад;0ч;2д 0ч;1;0;783;27д 20ч;Не рассчитано;Не рассчитано;Не рассчитано;Не рассчитано
6-1013-4/3. Тапочки открытые, крест-на-крест, кэмел;Тапочки домашние открытые для дома;230489730;Тапочки;Мех ОРЕТЕКС;38-39;Центральный;Тула;Дефицит;2;1566;1;783;100;0;0,18;0,1;0;0;> 180 дней назад;0ч;2д 19ч;1;0;783;27д 14ч;Не рассчитано;Не рассчитано;Не рассчитано;Не рассчитано
6-1013-4/3. Тапочки открытые, крест-на-крест, кэмел;Тапочки домашние открытые для дома;230489730;Тапочки;Мех ОРЕТЕКС;38-39;Центральный;Воронеж WB;Дефицит;1;783;1;783;100;0;0,09;0,05;0;0;> 180 дней назад;0ч;1д 13ч;0;0;783;28д 20ч;Не рассчитано;Не рассчитано;Не рассчитано;Не рассчитано
6-1013-4/3. Тапочки открытые, крест-на-крест, кэмел;Тапочки домашние открытые для дома;230489730;Тапочки;Мех ОРЕТЕКС;38-39;Южный + Северо-Кавказский;Краснодар;Дефицит;1;783;0;0;0;0;0,09;0,05;0;0;> 180 дней назад;0ч;>999д;0;0;783;28д 16ч;Не рассчитано;Не рассчитано;Не рассчитано;Не рассчитано
6-1013-4/3. Тапочки открытые, крест-на-крест, кэмел;Тапочки домашние открытые для дома;230489730;Тапочки;Мех ОРЕТЕКС;38-39;Приволжский;Новосемейкино;Дефицит;1;783;1;783;100;0;0,09;0,05;0;0;> 180 дней назад;0ч;29д 0ч;0;0;783;26д 9ч;Не рассчитано;Не рассчитано;Не рассчитано;Не рассчитано
6-1013-4/3. Тапочки открытые, крест-на-крест, кэмел;Тапочки домашние открытые для дома;230489730;Тапочки;Мех ОРЕТЕКС;38-39;Южный + Северо-Кавказский;Волгоград;Дефицит;0;0;0;0;0;0;0;0;0;0;> 180 дней назад;0ч;0ч;0;0;783;Отсутствовал весь период;Не рассчитано;Не рассчитано;Не рассчитано;Не рассчитано
6-1013-4/3. Тапочки открытые, крест-на-крест, кэмел;Тапочки домашние открытые для дома;230489730;Тапочки;Мех ОРЕТЕКС;38-39;Центральный;Вёшки;Дефицит;0;0;0;0;0;0;0;0;0;0;> 180 дней назад;0ч;0ч;1;0;783;Отсутствовал весь период;Не рассчитано;Не рассчитано;Не рассчитано;Не рассчитано
6-1013-4/3. Тапочки открытые, крест-на-крест, кэмел;Тапочки домашние открытые для дома;230489730;Тапочки;Мех ОРЕТЕКС;38-39;Центральный;Котовск;Дефицит;0;0;0;0;0;0;0;0;0;0;> 180 дней назад;0ч;0ч;0;0;783;Отсутствовал весь период;Не рассчитано;Не рассчитано;Не рассчитано;Не рассчитано
6-1013-4/3. Тапочки открытые, крест-на-крест, кэмел;Тапочки домашние открытые для дома;230489730;Тапочки;Мех ОРЕТЕКС;38-39;Центральный;Остальные;Дефицит;0;0;0;0;0;0;0;0;0;0;> 180 дней назад;>999д;0ч;39;10;783;Отсутствовал весь период;Не рассчитано;Не рассчитано;Не рассчитано;Не рассчитано
6-1013-4/3. Тапочки открытые, крест-на-крест, кэмел;Тапочки домашние открытые для дома;230489730;Тапочки;Мех ОРЕТЕКС;38-39;Южный + Северо-Кавказский;Пятигорск, Этока;Дефицит;0;0;0;0;0;0;0;0;0;0;> 180 дней назад;>999д;0ч;0;1;783;Отсутствовал весь период;Не рассчитано;Не рассчитано;Не рассчитано;Не рассчитано
6-1013-4/3. Тапочки открытые, крест-на-крест, кэмел;Тапочки домашние открытые для дома;230489730;Тапочки;Мех ОРЕТЕКС;38-39;Центральный;Рязань (Тюшевское);Дефицит;0;0;0;0;0;0;0;0;0;0;> 180 дней назад;0ч;0ч;0;0;783;Отсутствовал весь период;Не рассчитано;Не рассчитано;Не рассчитано;Не рассчитано
6-1013-4/3. Тапочки открытые, крест-на-крест, кэмел;Тапочки домашние открытые для дома;230489730;Тапочки;Мех ОРЕТЕКС;38-39;Центральный;Чашниково;Дефицит;0;0;0;0;0;0;0;0;0;0;> 180 дней назад;0ч;0ч;0;0;783;Отсутствовал весь период;Не рассчитано;Не рассчитано;Не рассчитано;Не рассчитано
6-1013-4/3. Тапочки открытые, крест-на-крест, кэмел;Тапочки домашние открытые для дома;230489730;Тапочки;Мех ОРЕТЕКС;36-37;Центральный;Владимир WB;Дефицит;39;31429;31;24917;82;1,78;0,64;1,16;0;0;> 180 дней назад;0ч;22д 15ч;0;0;783;7д 23ч;0;0;0;0
6-1013-4/3. Тапочки открытые, крест-на-крест, кэмел;Тапочки домашние открытые для дома;230489730;Тапочки;Мех ОРЕТЕКС;36-37;Приволжский;Сарапул WB;Дефицит;34;26854;23;18169;82;0,94;1,55;1,27;0;0;> 180 дней назад;0ч;18д 7ч;0;0;783;3д 16ч;0;0;0;0
6-1013-4/3. Тапочки открытые, крест-на-крест, кэмел;Тапочки домашние открытые для дома;230489730;Тапочки;Мех ОРЕТЕКС;36-37;Уральский;Екатеринбург - Перспективная 14;Дефицит;27;21049;9;6895;75;0,44;1,73;1,14;6;4698;> 180 дней назад;8д 14ч;31д 3ч;7;0;783;0ч;0;0;0;0
6-1013-4/3. Тапочки открытые, крест-на-крест, кэмел;Тапочки домашние открытые для дома;230489730;Тапочки;Мех ОРЕТЕКС;36-37;Центральный;Тула;Дефицит;6;4606;3;2249;60;0,28;0,09;0,18;0;0;> 180 дней назад;0ч;10д 16ч;0;0;783;20д 22ч;0;0;0;0
6-1013-4/3. Тапочки открытые, крест-на-крест, кэмел;Тапочки домашние открытые для дома;230489730;Тапочки;Мех ОРЕТЕКС;36-37;Центральный;Коледино;Дефицит;4;3080;4;3080;100;0,06;0,27;0,17;1;783;> 180 дней назад;11ч;13ч;0;0;783;27д 2ч;0;0;0;0
6-1013-4/3. Тапочки открытые, крест-на-крест, кэмел;Тапочки домашние открытые для дома;230489730;Тапочки;Мех ОРЕТЕКС;36-37;Южный + Северо-Кавказский;Краснодар;Дефицит;2;1574;1;731;50;0,11;0;0,05;0;0;> 180 дней назад;0ч;5д 23ч;0;0;783;24д 1ч;0;0;0;0
6-1013-4/3. Тапочки открытые, крест-на-крест, кэмел;Тапочки домашние открытые для дома;230489730;Тапочки;Мех ОРЕТЕКС;36-37;Центральный;Электросталь;Дефицит;2;1566;1;783;100;0,06;0,09;0,07;0;0;> 180 дней назад;0ч;3д 3ч;0;0;783;26д 12ч;0;0;0;0
6-1013-4/3. Тапочки открытые, крест-на-крест, кэмел;Тапочки домашние открытые для дома;230489730;Тапочки;Мех ОРЕТЕКС;36-37;Южный + Северо-Кавказский;Волгоград;Дефицит;1;783;0;0;0;0;0,09;0,05;0;0;> 180 дней назад;0ч;>999д;0;0;783;28д 6ч;0;0;0;0
6-1013-4/3. Тапочки открытые, крест-на-крест, кэмел;Тапочки домашние открытые для дома;230489730;Тапочки;Мех ОРЕТЕКС;36-37;Приволжский;Казань;Дефицит;1;783;1;783;100;0;0,09;0,05;0;0;> 180 дней назад;0ч;8ч;0;0;783;28д 22ч;0;0;0;0
6-1013-4/3. Тапочки открытые, крест-на-крест, кэмел;Тапочки домашние открытые для дома;230489730;Тапочки;Мех ОРЕТЕКС;36-37;Южный + Северо-Кавказский;Невинномысск;Дефицит;1;787;1;787;100;0,06;0;0,03;0;0;> 180 дней назад;0ч;29д 0ч;0;0;783;22д 20ч;0;0;0;0
6-1013-4/3. Тапочки открытые, крест-на-крест, кэмел;Тапочки домашние открытые для дома;230489730;Тапочки;Мех ОРЕТЕКС;36-37;Приволжский;Пенза WB;Дефицит;1;783;1;783;100;0;0,09;0,05;0;0;> 180 дней назад;0ч;29д 0ч;0;0;783;14д 15ч;0;0;0;0
6-1013-4/3. Тапочки открытые, крест-на-крест, кэмел;Тапочки домашние открытые для дома;230489730;Тапочки;Мех ОРЕТЕКС;36-37;Центральный;Рязань (Тюшевское);Дефицит;1;787;1;787;100;0,06;0;0,03;0;0;> 180 дней назад;0ч;15ч;0;0;783;28д 14ч;0;0;0;0
6-1013-4/3. Тапочки открытые, крест-на-крест, кэмел;Тапочки домашние открытые для дома;230489730;Тапочки;Мех ОРЕТЕКС;36-37;Центральный;Воронеж WB;Дефицит;0;0;0;0;0;0;0;0;0;0;> 180 дней назад;0ч;0ч;0;0;783;Отсутствовал весь период;0;0;0;0
6-1013-4/3. Тапочки открытые, крест-на-крест, кэмел;Тапочки домашние открытые для дома;230489730;Тапочки;Мех ОРЕТЕКС;36-37;Южный + Северо-Кавказский;Крыловская;Дефицит;0;0;0;0;0;0;0;0;0;0;> 180 дней назад;0ч;0ч;1;0;783;Отсутствовал весь период;0;0;0;0
6-1013-4/3. Тапочки открытые, крест-на-крест, кэмел;Тапочки домашние открытые для дома;230489730;Тапочки;Мех ОРЕТЕКС;36-37;Дальневосточный + Сибирский;Новосибирск;Дефицит;0;0;0;0;0;0;0;0;0;0;> 180 дней назад;0ч;0ч;0;0;783;Отсутствовал весь период;0;0;0;0
6-1013-4/3. Тапочки открытые, крест-на-крест, кэмел;Тапочки домашние открытые для дома;230489730;Тапочки;Мех ОРЕТЕКС;36-37;Дальневосточный + Сибирский;Омск;Дефицит;0;0;0;0;0;0;0;0;0;0;> 180 дней назад;0ч;0ч;1;0;783;Отсутствовал весь период;0;0;0;0
6-1013-4/3. Тапочки открытые, крест-на-крест, кэмел;Тапочки домашние открытые для дома;230489730;Тапочки;Мех ОРЕТЕКС;36-37;Центральный;Остальные;Дефицит;0;0;0;0;0;0;0;0;0;0;> 180 дней назад;>999д;0ч;16;1;783;Отсутствовал весь период;0;0;0;0
6-1013-4/3. Тапочки открытые, крест-на-крест, кэмел;Тапочки домашние открытые для дома;230489730;Тапочки;Мех ОРЕТЕКС;36-37;Северо-Западный;Склад СПБ Шушары Московское;Дефицит;0;0;0;0;0;0;0;0;0;0;> 180 дней назад;0ч;0ч;0;0;783;Отсутствовал весь период;0;0;0;0
6-1013-4/3. Тапочки открытые, крест-на-крест, кэмел;Тапочки домашние открытые для дома;230489730;Тапочки;Мех ОРЕТЕКС;40-41;Центральный;Владимир WB;Дефицит;50;39450;37;29211;79;0,67;3,45;2,17;0;0;> 180 дней назад;0ч;18д 19ч;0;0;783;18д 5ч;Не рассчитано;Не рассчитано;Не рассчитано;Не рассчитано
6-1013-4/3. Тапочки открытые, крест-на-крест, кэмел;Тапочки домашние открытые для дома;230489730;Тапочки;Мех ОРЕТЕКС;40-41;Уральский;Екатеринбург - Перспективная 14;Дефицит;33;25844;11;8617;100;0,06;2,91;1,6;18;14094;> 180 дней назад;6д 6ч;16д 9ч;11;1;783;18д 3ч;Не рассчитано;Не рассчитано;Не рассчитано;Не рассчитано
6-1013-4/3. Тапочки открытые, крест-на-крест, кэмел;Тапочки домашние открытые для дома;230489730;Тапочки;Мех ОРЕТЕКС;40-41;Центральный;Электросталь;Дефицит;2;1514;0;0;0;0,06;0,09;0,07;0;0;> 180 дней назад;0ч;>999д;1;0;783;28д 18ч;Не рассчитано;Не рассчитано;Не рассчитано;Не рассчитано
6-1013-4/3. Тапочки открытые, крест-на-крест, кэмел;Тапочки домашние открытые для дома;230489730;Тапочки;Мех ОРЕТЕКС;40-41;Приволжский;Казань;Дефицит;1;783;0;0;0;0;0,09;0,05;0;0;> 180 дней назад;0ч;>999д;0;0;783;28д 10ч;Не рассчитано;Не рассчитано;Не рассчитано;Не рассчитано
6-1013-4/3. Тапочки открытые, крест-на-крест, кэмел;Тапочки домашние открытые для дома;230489730;Тапочки;Мех ОРЕТЕКС;40-41;Центральный;Коледино;Дефицит;1;783;0;0;0;0;0,09;0,05;0;0;> 180 дней назад;0ч;>999д;0;0;783;28д 22ч;Не рассчитано;Не рассчитано;Не рассчитано;Не рассчитано
6-1013-4/3. Тапочки открытые, крест-на-крест, кэмел;Тапочки домашние открытые для дома;230489730;Тапочки;Мех ОРЕТЕКС;40-41;Южный + Северо-Кавказский;Краснодар;Дефицит;1;783;1;783;100;0;0,09;0,05;0;0;> 180 дней назад;0ч;29д 0ч;0;0;783;28д 11ч;Не рассчитано;Не рассчитано;Не рассчитано;Не рассчитано
6-1013-4/3. Тапочки открытые, крест-на-крест, кэмел;Тапочки домашние открытые для дома;230489730;Тапочки;Мех ОРЕТЕКС;40-41;Южный + Северо-Кавказский;Невинномысск;Дефицит;1;783;0;0;0;0;0,09;0,05;0;0;> 180 дней назад;0ч;>999д;1;0;783;28д 13ч;Не рассчитано;Не рассчитано;Не рассчитано;Не рассчитано
6-1013-4/3. Тапочки открытые, крест-на-крест, кэмел;Тапочки домашние открытые для дома;230489730;Тапочки;Мех ОРЕТЕКС;40-41;Центральный;Рязань (Тюшевское);Дефицит;1;783;1;783;100;0;0,09;0,05;0;0;> 180 дней назад;0ч;29д 0ч;0;0;783;28д 5ч;Не рассчитано;Не рассчитано;Не рассчитано;Не рассчитано
6-1013-4/3. Тапочки открытые, крест-на-крест, кэмел;Тапочки домашние открытые для дома;230489730;Тапочки;Мех ОРЕТЕКС;40-41;Центральный;Тула;Дефицит;1;787;1;787;100;0,06;0;0,03;0;0;> 180 дней назад;0ч;6ч;0;0;783;28д 19ч;Не рассчитано;Не рассчитано;Не рассчитано;Не рассчитано
6-1013-4/3. Тапочки открытые, крест-на-крест, кэмел;Тапочки домашние открытые для дома;230489730;Тапочки;Мех ОРЕТЕКС;40-41;Казахстан;Астана Карагандинское шоссе;Дефицит;0;0;0;0;0;0;0;0;0;0;> 180 дней назад;0ч;0ч;0;0;783;Отсутствовал весь период;Не рассчитано;Не рассчитано;Не рассчитано;Не рассчитано
6-1013-4/3. Тапочки открытые, крест-на-крест, кэмел;Тапочки домашние открытые для дома;230489730;Тапочки;Мех ОРЕТЕКС;40-41;Южный + Северо-Кавказский;Волгоград;Дефицит;0;0;0;0;0;0;0;0;0;0;> 180 дней назад;0ч;0ч;0;0;783;Отсутствовал весь период;Не рассчитано;Не рассчитано;Не рассчитано;Не рассчитано
6-1013-4/3. Тапочки открытые, крест-на-крест, кэмел;Тапочки домашние открытые для дома;230489730;Тапочки;Мех ОРЕТЕКС;40-41;Центральный;Воронеж WB;Дефицит;0;0;0;0;0;0;0;0;0;0;> 180 дней назад;0ч;0ч;0;0;783;Отсутствовал весь период;Не рассчитано;Не рассчитано;Не рассчитано;Не рассчитано
6-1013-4/3. Тапочки открытые, крест-на-крест, кэмел;Тапочки домашние открытые для дома;230489730;Тапочки;Мех ОРЕТЕКС;40-41;Центральный;Вёшки;Дефицит;0;0;0;0;0;0;0;0;0;0;> 180 дней назад;0ч;0ч;1;0;783;Отсутствовал весь период;Не рассчитано;Не рассчитано;Не рассчитано;Не рассчитано
6-1013-4/3. Тапочки открытые, крест-на-крест, кэмел;Тапочки домашние открытые для дома;230489730;Тапочки;Мех ОРЕТЕКС;40-41;Дальневосточный + Сибирский;Новосибирск;Дефицит;0;0;0;0;0;0;0;0;0;0;> 180 дней назад;0ч;0ч;0;0;783;Отсутствовал весь период;Не рассчитано;Не рассчитано;Не рассчитано;Не рассчитано
6-1013-4/3. Тапочки открытые, крест-на-крест, кэмел;Тапочки домашние открытые для дома;230489730;Тапочки;Мех ОРЕТЕКС;40-41;Центральный;Остальные;Дефицит;0;0;0;0;0;0;0;0;0;0;> 180 дней назад;>999д;0ч;14;2;783;Отсутствовал весь период;Не рассчитано;Не рассчитано;Не рассчитано;Не рассчитано
6-1013-4/3. Тапочки открытые, крест-на-крест, кэмел;Тапочки домашние открытые для дома;230489730;Тапочки;Мех ОРЕТЕКС;40-41;Южный + Северо-Кавказский;Симферополь, Молодежненское;Дефицит;0;0;0;0;0;0;0;0;0;0;> 180 дней назад;>999д;0ч;0;2;783;Отсутствовал весь период;Не рассчитано;Не рассчитано;Не рассчитано;Не рассчитано
6-СП-285-1. Тапочки силиконовые белые;Тапочки домашние закрытые для дома;241131028;Тапочки;Мех ОРЕТЕКС;38-39;Центральный;Владимир WB;Дефицит;127;99370;92;72427;85;3,61;5,64;4,71;77;57127;> 180 дней назад;14д 10ч;32д 16ч;2;0;742;8д 17ч;64.59;47921.49;58.02;43048.12
6-СП-285-1. Тапочки силиконовые белые;Тапочки домашние закрытые для дома;241131028;Тапочки;Мех ОРЕТЕКС;38-39;Уральский;Екатеринбург - Перспективная 14;Дефицит;60;45202;46;34702;94;1,67;2,73;2,24;73;54159;> 180 дней назад;17д 13ч;16д 20ч;3;0;742;15д 11ч;64.59;47921.49;58.02;43048.12
6-СП-285-1. Тапочки силиконовые белые;Тапочки домашние закрытые для дома;241131028;Тапочки;Мех ОРЕТЕКС;38-39;Приволжский;Казань;Дефицит;55;43090;50;39380;100;0,72;3,82;2,4;0;0;> 180 дней назад;0ч;6д 15ч;0;0;742;17д 20ч;64.59;47921.49;58.02;43048.12
6-СП-285-1. Тапочки силиконовые белые;Тапочки домашние закрытые для дома;241131028;Тапочки;Мех ОРЕТЕКС;38-39;Южный + Северо-Кавказский;Невинномысск;Дефицит;12;9360;7;5536;78;0,06;1;0,57;90;66772;> 180 дней назад;104д 9ч;186д 3ч;1;0;742;18д 4ч;64.59;47921.49;58.02;43048.12
6-СП-285-1. Тапочки силиконовые белые;Тапочки домашние закрытые для дома;241131028;Тапочки;Мех ОРЕТЕКС;38-39;Северо-Западный;Склад СПБ Шушары Московское;Дефицит;11;8504;6;4737;86;0;1;0,54;41;30418;> 180 дней назад;44д 21ч;136д 0ч;1;0;742;18д 16ч;64.59;47921.49;58.02;43048.12
6-СП-285-1. Тапочки силиконовые белые;Тапочки домашние закрытые для дома;241131028;Тапочки;Мех ОРЕТЕКС;38-39;Центральный;Коледино;Дефицит;3;2283;2;1484;67;0,17;0;0,08;1;742;> 180 дней назад;13ч;15ч;0;0;742;27д 22ч;64.59;47921.49;58.02;43048.12
6-СП-285-1. Тапочки силиконовые белые;Тапочки домашние закрытые для дома;241131028;Тапочки;Мех ОРЕТЕКС;38-39;Приволжский;Пенза WB;Дефицит;2;1598;1;799;50;0,06;0,09;0,07;0;0;> 180 дней назад;0ч;8д 2ч;0;0;742;26д 0ч;64.59;47921.49;58.02;43048.12
6-СП-285-1. Тапочки силиконовые белые;Тапочки домашние закрытые для дома;241131028;Тапочки;Мех ОРЕТЕКС;38-39;Центральный;Рязань (Тюшевское);Дефицит;2;1598;2;1598;100;0,06;0,09;0,07;0;0;> 180 дней назад;0ч;14ч;0;0;742;28д 8ч;64.59;47921.49;58.02;43048.12
6-СП-285-1. Тапочки силиконовые белые;Тапочки домашние закрытые для дома;241131028;Тапочки;Мех ОРЕТЕКС;38-39;Центральный;Тула;Дефицит;2;1541;1;799;100;0,06;0,09;0,07;0;0;> 180 дней назад;0ч;8ч;0;0;742;28д 13ч;64.59;47921.49;58.02;43048.12
6-СП-285-1. Тапочки силиконовые белые;Тапочки домашние закрытые для дома;241131028;Тапочки;Мех ОРЕТЕКС;38-39;Центральный;Электросталь;Дефицит;2;1541;2;1541;100;0;0,18;0,1;0;0;> 180 дней назад;0ч;1д 12ч;0;0;742;28д 12ч;64.59;47921.49;58.02;43048.12
6-СП-285-1. Тапочки силиконовые белые;Тапочки домашние закрытые для дома;241131028;Тапочки;Мех ОРЕТЕКС;38-39;Южный + Северо-Кавказский;Волгоград;Дефицит;1;743;0;0;0;0;0,09;0,05;0;0;> 180 дней назад;0ч;>999д;1;0;742;28д 11ч;64.59;47921.49;58.02;43048.12
6-СП-285-1. Тапочки силиконовые белые;Тапочки домашние закрытые для дома;241131028;Тапочки;Мех ОРЕТЕКС;38-39;Центральный;Котовск;Дефицит;1;742;1;742;100;0;0,09;0,05;0;0;> 180 дней назад;0ч;1д 1ч;0;0;742;28д 19ч;64.59;47921.49;58.02;43048.12
6-СП-285-1. Тапочки силиконовые белые;Тапочки домашние закрытые для дома;241131028;Тапочки;Мех ОРЕТЕКС;38-39;Южный + Северо-Кавказский;Краснодар;Дефицит;1;742;1;742;100;0;0,09;0,05;0;0;> 180 дней назад;0ч;29д 0ч;0;0;742;28д 8ч;64.59;47921.49;58.02;43048.12
6-СП-285-1. Тапочки силиконовые белые;Тапочки домашние закрытые для дома;241131028;Тапочки;Мех ОРЕТЕКС;38-39;Приволжский;Новосемейкино;Дефицит;1;799;1;799;100;0;0,09;0,05;0;0;> 180 дней назад;0ч;29д 0ч;0;0;742;28д 12ч;64.59;47921.49;58.02;43048.12
6-СП-285-1. Тапочки силиконовые белые;Тапочки домашние закрытые для дома;241131028;Тапочки;Мех ОРЕТЕКС;38-39;Дальневосточный + Сибирский;Новосибирск;Дефицит;1;742;0;0;0;0;0,09;0,05;0;0;> 180 дней назад;0ч;0ч;0;0;742;Отсутствовал весь период;64.59;47921.49;58.02;43048.12
6-СП-285-1. Тапочки силиконовые белые;Тапочки домашние закрытые для дома;241131028;Тапочки;Мех ОРЕТЕКС;38-39;Казахстан;Астана Карагандинское шоссе;Дефицит;0;0;0;0;0;0;0;0;0;0;> 180 дней назад;0ч;0ч;3;0;742;Отсутствовал весь период;64.59;47921.49;58.02;43048.12
6-СП-285-1. Тапочки силиконовые белые;Тапочки домашние закрытые для дома;241131028;Тапочки;Мех ОРЕТЕКС;38-39;Центральный;Белая дача;Дефицит;0;0;0;0;0;0;0;0;0;0;> 180 дней назад;0ч;0ч;1;0;742;Отсутствовал весь период;64.59;47921.49;58.02;43048.12
6-СП-285-1. Тапочки силиконовые белые;Тапочки домашние закрытые для дома;241131028;Тапочки;Мех ОРЕТЕКС;38-39;Центральный;Воронеж WB;Дефицит;0;0;0;0;0;0;0;0;0;0;> 180 дней назад;0ч;0ч;0;0;742;Отсутствовал весь период;64.59;47921.49;58.02;43048.12
6-СП-285-1. Тапочки силиконовые белые;Тапочки домашние закрытые для дома;241131028;Тапочки;Мех ОРЕТЕКС;38-39;Центральный;Остальные;Дефицит;0;0;0;0;0;0;0;0;0;0;> 180 дней назад;>999д;0ч;31;5;742;Отсутствовал весь период;64.59;47921.49;58.02;43048.12
6-СП-285-1. Тапочки силиконовые белые;Тапочки домашние закрытые для дома;241131028;Тапочки;Мех ОРЕТЕКС;38-39;Северо-Западный;СЦ Шушары;Дефицит;0;0;0;0;0;0;0;0;0;0;> 180 дней назад;0ч;0ч;1;0;742;Отсутствовал весь период;64.59;47921.49;58.02;43048.12
6-СП-285-1. Тапочки силиконовые белые;Тапочки домашние закрытые для дома;241131028;Тапочки;Мех ОРЕТЕКС;38-39;Приволжский;Сарапул WB;Дефицит;0;0;0;0;0;0;0;0;0;0;> 180 дней назад;0ч;0ч;0;0;742;Отсутствовал весь период;64.59;47921.49;58.02;43048.12
